"Nombre_PA";"Page";"IDNum";"numero_esclave";"code_ppv";"code_id";"agence";"superviseur";"activites";"secteur";"commune";"syndicat";"categorie";"nom_site";"an_service";"code_station";"pages_annexes";"energie";"support";"num_appel";"num_secours";"marque";"type";"version";"h_auto_connect";"agence_astreinte";"adresse_ip";"rmqintersite";"site_lie";"intersite";"digicode";"divers"
0;"V9";1651;18;"70793";;"SSE Assainissement";"Topkapi_SSE";"Assainissement";"Furan";;"Saint-Etienne métropole";"Déversoir d'orage";"Campagne de mesure LT42 n°1";2013;"V9";;"Autonome (Pile)";"GPRS";;;"Sofrel";"LT42";"3.20.11";"06:08";;"10.86.24.58";;;;;
0;"VA";1652;19;"70793";;"SSE Assainissement";"Topkapi_SSE";"Assainissement";"Furan";;"Saint-Etienne métropole";"Déversoir d'orage";"Campagne de mesure LT42 n°2";2013;"VA";;"Autonome (Pile)";"GPRS";;;"Sofrel";"LT42";"3.20.11";"06:09";;"10.86.24.59";;;;;
0;"VB";1667;20;"70793";;"SSE Assainissement";"Topkapi_SSE";"Assainissement";"Furan";;"Saint-Etienne métropole";"Déversoir d'orage";"Campagne de mesure LT42 n°3";2013;"VB";;"Autonome (Pile)";"GPRS";;;"Sofrel";"LT42";"3.30.11";"06:10";;"10.86.24.72";;;;;
0;"VC";1668;21;"70884";;"SSE Assainissement";"Topkapi_SSE";"Assainissement";"Isérable";;"Saint-Etienne métropole";"Déversoir d'orage";"DO_IS_06_Coubertin";2013;"VC";;"Autonome (Pile)";"GPRS";;;"Sofrel";"LT42";"3.30.11";"06:11";;"10.86.24.77";;;;;
0;"VD";1669;22;"76944";;"SSE Assainissement";"Topkapi_SSE";"Assainissement";"Terrenoire";;"Saint-Etienne métropole";"Déversoir d'orage";"DO_TE_09_Perrault";2013;"VD";;"Autonome (Pile)";"GPRS";;;"Sofrel";"LT42";"3.30.11";"06:12";;"10.86.24.73";;;;;
0;"W1";1672;100;"77057";;"SSE Assainissement";"Topkapi_SSE";"Assainissement";"Furan";;"Saint-Etienne métropole";"Point de mesure";"FU_06_Borie";2013;"W1";;"EDF";"GPRS";;;"Sofrel";"S530";"4.30.12";"07:00";;"10.86.24.74";;;;;
0;"W2";1670;101;"77047";"";"SSE Assainissement";"Topkapi_SSE";"Assainissement";"Isérable";;"Saint-Etienne métropole";"Déversoir d'orage";"DO_IS_12_Grignard";2013;"W2";"";"EDF";"GPRS";"";"";"Sofrel";"S530";"4.30.12";"07:04";"";"10.86.24.75";"";;;"";""
0;"W3";1671;102;"70879";"";"SSE Assainissement";"Topkapi_SSE";"Assainissement";"Isérable";;"Saint-Etienne métropole";"Déversoir d'orage";"DO_IS_01_Cholat";2013;"W3";"";"EDF";"GPRS";"";"";"Sofrel";"S530";"4.30.12";"07:08";"";"10.86.24.76";"";;;"";""
0;"X1";1643;115;"67630";"";"SSE Assainissement";"Topkapi_SSE";"Assainissement";"Saint-Victor";;"Saint-Etienne métropole";"STEP";"STEP Saint-Victor";2013;"X1";"";"EDF";"RTC";"04 77 90 43 78";"";"Sofrel";"S50";"5.26";"05:25";"";"";"";;;"";""
0;"X4";1644;116;"69230";"";"SSE Assainissement";"Topkapi_SSE";"Assainissement";"Saint-Victor";;"Saint-Etienne métropole";"STEP";"STEP Croix des Sagnes";2013;"X4";"";"EDF";"RTC";"04 77 90 80 52";"";"Sofrel";"S550";"3.10";"05:28";"";"";"";;;"";""
1;"AB";1624;0;"69250";"";"SSE Assainissement";"Topkapi_SSE";"Assainissement";"Saint-Etienne Nord";;"Saint-Etienne métropole";"Poste de relevage";"Xavier Privas";2013;"P3";"AB";"EDF";"RTC";"04 77 21 38 13";"";"Sofrel";"S530";"3.30";"";"";"";"";;;"";"Commun eau potable"
1;"B2";1591;2;"69285";"";"SSE Eau Potable";"Topkapi_SSE";"Eau potable";"Rochetaillée";;"Saint-Etienne";"Réservoir";"Rochetaillée bourg";2012;"B1";"B2";"EDF";"RTC";"04 77 38 92 12";"";"Sofrel";"S550";"3.61";"07:00";"";"";"";;;"";""
1;"G1";1625;0;"69243";"";"SSE Assainissement";"Topkapi_SSE";"Assainissement";"Saint-Victor";;"Saint-Etienne métropole";"Poste de relevage";"St Victor Civoitière";2013;"P4";"G1";"EDF";"RTC";"04 77 90 02 64";"";"Sofrel";"S550";"4.11";"";"";"";"";;;"";"Commun eau potable"
1;"P3";1622;35;"69887";"";"SSE Eau Potable";"Topkapi_SSE";"Eau potable";"Haut-Service";;"Saint-Etienne";"Relevé de compteur";"St-Genest Lerpt Xavier Privas";2013;"AB";"P3";"EDF";"RTC";"04 77 21 38 13";"";"Sofrel";"S530";"3.30";"06:40";"";"";"";;;"";"Commun assainissement"
1;"P4";1626;90;"69890";"";"SSE Eau Potable";"Topkapi_SSE";"Eau potable";"Haut-Service (St-Victor)";;"Saint-Etienne";"Vanne";"St Victor Chichivieux";2013;"G1";"P4";"EDF";"RTC";"04 77 90 02 64";"";"Sofrel";"S550";"4.11";"05:30";"";"";"";;;"";"Commun assainissement"
