"Nombre_PA";"Page";"IDNum";"IDKey";"numero_esclave";"code_ppv";"code_id";"centre";"agence";"superviseur";"activites";"secteur";"commune";"syndicat";"categorie";"nom_site";"an_service";"code_station";"pages_annexes";"energie";"support";"num_appel";"marque";"type";"version";"h_auto_connect";"agence_astreinte";"digicode";"divers";"rmqintersite";"site_lie";"intersite";"adresse_ip";"num_secours"
0;"";1273;;183;"65104";"";"Loire Auvergne";"PDD";"PDD_CA";"Assainissement";"PDD";;"SIARR";"Déversoir d'orage";"Comptage Collecteur Nord Riom";2011;"";"";"EDF";"LS";"";"Sofrel";"S50";"4.32";"";"PDD Assainissement";"";"";;;;;
0;"A01";1387;;113;"58908";"";"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Moulins";;"C.A.Moulins";"Poste de relevage";"PR Champs de Pacques";2012;"A01";"";"EDF";"GSM";"06 19 16 89 53";"Sofrel";"S530";"3.23";"03:32";"Moulins";"";"";;;;;
0;"A02";1399;;114;"58907";"";"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Moulins";;"C.A.Moulins";"Poste de relevage";"PR Le Pilet";2012;"A02";"";"EDF";"GSM";"06 19 16 81 16";"Sofrel";"S530";"3.23";"03:34";"Moulins";"";"";;;;;
0;"A2";786;"10_PDD_A2_SOFREL";10;"12513";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM de l Albaret";"Pompage réservoir";"La Conche";2001;"A2";"B3";"EDF";"RTC";"04 73 39 70 44";"Sofrel";"S50";"5.22";"05:00";"PDD Eau Potable";;;;;;;
0;"A3";787;"11_PDD_A3_SOFREL";11;"12512";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM de l Albaret";"Pompage réservoir";"Chalendrat";2001;"A3";"B4";"EDF";"RTC";"04 73 39 81 17";"Sofrel";"S50";"5.23";"05:01";"PDD Eau Potable";;;;;;;
0;"A4";788;"12_PDD_A4_SOFREL";12;"12730";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM de l Albaret";"Réservoir";"St Marguerite";2009;"A4";"";"EDF";"RTC";"04 73 69 22 65";"Sofrel";"S530";"3.30";"06:11";"PDD Eau Potable";;;;;;;
0;"A5";789;"13_PDD_A5_SOFREL";13;"12717";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM de l Albaret";"Pompage réservoir";"La Rouveyre";2019;"A5";"";"EDF";"RTC";"04 73 68 94 42";"Sofrel";"S530";"3.40";"06:12";"PDD Eau Potable";;;;;;;
0;"A51";1423;;115;"58946";"";"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Moulins";;"C.A.Moulins";"STEP";"STEP Les Amiels";2012;"A51";"A52";"EDF";"GSM";"06 19 16 93 69";"Sofrel";"S530";"3.23";"03:34";"Moulins";"";"";;;;;
0;"A6";790;"14_PDD_A6_SOFREL";14;"12716";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM de l Albaret";"Pompage réservoir";"Les Couleaux";2009;"A6";"";"EDF";"RTC";"04 73 68 43 40";"Sofrel";"S550";"3.40";"06:13";"PDD Eau Potable";;;;;;;
0;"A9";328;"21_CCANL_A9_SOFREL";21;"12061";"";"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Station de traitement";"Magnat l'étrange";2003;"A9";"A2";"EDF";"RTC";"05 55 67 85 92";"Sofrel";"S550";"2.20";"06:35";"Creuse Sud";;;;;;;
0;"AA";868;"99_PDD_AA_SOFREL";99;"72067";"";"Loire Auvergne";"PDD";"PDD_CA";"Autre";"PDD";;"Clermont-Ferrand";"Autre";"Bureau Clermont";2000;"AA";"";"EDF";"RTC";"04 73 27 51 04";"Sofrel";"S50";"5.11";"00:00";"PDD Eau Potable";"";"";;;;;
0;"AB";873;"83_CCANL_AB_SOFREL";83;"12047";"";"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Réservoir";"La Riberie";2004;"AB";"";"Solaire";"GSM";"06 88 30 08 74";"Sofrel";"S50";"5.44";"05:42";"Creuse Sud";"";"";;;;;
0;"AC";874;"84_CCANL_AC_SOFREL";84;"12070";"";"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Réservoir";"Mourgoux";2004;"AC";"";"Solaire";"GSM";"06 88 30 08 79";"Sofrel";"S50";"5.44";"05:43";"Creuse Sud";"";"";;;;;
0;"AD";875;"85_CCANL_AD_SOFREL";85;"12058";;"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Réservoir";"Gaschard";2004;"AD";;"Solaire";"GSM";"06 88 30 08 87";"Sofrel";"S50";"5.44";"05:44";"Creuse Sud";;;;;;;
0;"AE";876;"86_CCANL_AE_SOFREL";86;"12081";;"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Pompage réservoir";"Les Cantines";2004;"AE";;"EDF";"RTC";"05 55 67 36 24";"Sofrel";"S50";"5.44";"05:45";"Creuse Sud";;;;;;;
0;"AF";877;"87_CCANL_AF_SOFREL";87;"12035";;"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Pompage réservoir";"Le Pradeau";2004;"AF";;"EDF";"RTC";"05 55 83 30 16";"Sofrel";"S50";"5.44";"05:46";"Creuse Sud";;;;;;;
0;"AG";878;"88_CCANL_AG_SOFREL";88;"12040";;"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Pompage réservoir";"La Chapelle";2004;"AG";;"EDF";"RTC";"05 55 83 94 77";"Sofrel";"S50";"5.44";"05:47";"Creuse Sud";;;;;;;
0;"AH";879;"89_CCANL_AH_SOFREL";89;"12068";;"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Pompage réservoir";"Mansouleix";2004;"AH";;"EDF";"RTC";"05 55 67 42 31";"Sofrel";"S50";"5.44";"05:48";"Creuse Sud";;;;;;;
0;"AI";880;"93_CCANL_AI_SOFREL";93;"12079";;"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Pompage réservoir";"Les Puids";2004;"AI";;"EDF";"RTC";"05 55 67 27 13";"Sofrel";"S50";"5.44";"05:49";"Creuse Sud";;;;;;;
0;"AJ";881;"95_CCANL_AJ_SOFREL";95;"12077";;"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Relevé de compteur";"Montepioux";2004;"AJ";;"EDF";"RTC";"05 55 66 88 65";"Sofrel";"S50";"5.44";"05:50";"Creuse Sud";;;;;;;
0;"AK";882;"97_CCANL_AK_SOFREL";97;"12062";;"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Réservoir";"Les Chaumettes";2004;"AK";;"Solaire";"GSM";"06 73 07 94 46";"Sofrel";"S50";"5.44";"05:38";"Creuse Nord";;;;;;;
0;"AL";883;"98_CCANL_AL_SOFREL";98;"12048";;"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Pompage réservoir";"Les Monts";2004;"AL";;"EDF";"RTC";"05 55 67 14 52";"Sofrel";"S50";"5.44";"05:39";"Creuse Nord";;;;;;;
0;"AM";884;"100_CCANL_AM_SOFREL";100;"12050";;"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Pompage réservoir";"Les Fosses";2004;"AM";;"EDF";"RTC";"05 55 67 18 72";"Sofrel";"S50";"5.44";"05:55";"Creuse Nord";;;;;;;
0;"AN";885;"101_CCANL_AN_SOFREL";101;"12074";"";"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Pompage";"Trapas";2011;"AN";"";"EDF";"RTC";"05 55 67 90 10";"Sofrel";"S530";"3.61";"05:56";"Creuse Nord";;;;;;;
0;"AO";886;"102_CCANL_AO_SOFREL";102;"12073";"";"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Réservoir";"Chabouteix";2013;"AO";"";"EDF";"RTC";"05 55 67 11 58";"Sofrel";"S530";"4.30";"05:57";"Creuse Nord";"";"";;;;;
0;"AP";887;"103_CCANL_AP_SOFREL";103;"12084";;"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Pompage réservoir";"Barreix";2004;"AP";"";"EDF";"RTC";"05 55 66 88 87";"Sofrel";"S50";"5.44";"05:51";"Creuse Sud";;;;;;;
0;"AQ";888;"104_CCANL_AQ_SOFREL";104;"12078";;"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Pompage réservoir";"Bascaud";2004;"AQ";;"EDF";"RTC";"05 55 66 88 54";"Sofrel";"S50";"5.44";"05:52";"Creuse Sud";;;;;;;
0;"AT";1494;;1;"12306";"";"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM d Issoire";"Autre";"Réservoir Aydat";2012;"AT";"";"Autonome (Pile)";"GSM";"06 81 16 54 37";"Sofrel";"LS42";"3.10";"05:14";"";"";"";;;;;
0;"B0";935;"2_LHL_B0_WIT";2;"12098";;"Loire Auvergne";"LHL";"LHL";"Eau potable";"Grand Croix";;"SIAEMVG";"Pompage";"Frontignat Cellieu";1998;"B0";;"EDF";"RTC";"04 77 73 43 50";"WIT";"15000";"V92a";"06:03";"Grand Croix";;;;;;;
0;"B01";1413;;11;"58909";"";"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Moulins";;"C.A.Moulins";"Poste de relevage";"PR Les Riots";2012;"B01";"";"EDF";"GSM";"06 19 16 92 37";"Sofrel";"S530";"3.23";"03:08";"Moulins";"";"";;;;;
0;"B02";1395;;116;"58910";"";"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Moulins";;"C.A.Moulins";"Poste de relevage";"PR Les Guenaudins";2012;"B02";"";"EDF";"GSM";"06 12 92 95 35";"Sofrel";"S530";"3.23";"03:10";"Moulins";"";"";;;;;
0;"B1";1089;"25_LHL_B1_SOFREL";25;"58487";"";"Loire Auvergne";"LHL";"LHL";"Assainissement";"Grand Croix";;"Montbrison";"STEP";"STEP Montbrison";2007;"B1";"";"EDF";"RTC";"04 77 96 96 58";"Sofrel";"S550";"2.50";"05:30";"Grand Croix";"";"";;;;;
0;"B2";1478;;89;"12459";"";"Loire Auvergne";"PDD";"PDD_CA";"Assainissement";"PDD";;"SIREG";"Poste de relevage";"Bechade";2012;"B2";"";"EDF";"GSM";"06 43 23 36 72";"Sofrel";"S530";"4.11";"05:28";"PDD Assainissement";"";"";;;;;
0;"B5";1566;;138;"61002";"";"Loire Auvergne";"PDD";"PDD_CA";"Assainissement";"PDD";;"Saint Beauzire";"Poste de relevage";"PR Malherbes";2014;"B5";"";"EDF";"GSM";"06 43 14 68 70";"Sofrel";"S530";"4.30";"";"PDD Assainissement";"";"";;;;;
0;"B51";1332;;117;"58932";"";"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Moulins";;"C.A.Moulins";"STEP";"STEP Le Bourg BRESSOLLES";2012;"B51";"";"EDF";"GSM";"06 20 02 86 17";"Sofrel";"S530";"3.23";"03:10";"Moulins";"";"";;;;;
0;"B52";1433;;118;"58949";"";"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Moulins";;"C.A.Moulins";"STEP";"STEP Longvé";2012;"B52";"";"EDF";"GSM";"06 19 16 78 40";"Sofrel";"S530";"3.23";"03:10";"Moulins";"";"";;;;;
0;"B7";1564;;134;"61001";"";"Loire Auvergne";"PDD";"PDD_CA";"Assainissement";"PDD";;"Saint Beauzire";"Poste de relevage";"PR Moines Limagne Rte Victor Hugo";2014;"B7";"";"EDF";"GSM";"07 89 85 83 94";"Sofrel";"S530";"4.30";"04:05";"PDD Assainissement";"";"";;;;;
0;"BA";303;"107_CCANL_BA_SOFREL";107;"12663";;"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Allier";;"Commune de St Eloy les Mines";"STEP";"STEP St Eloy les Mines";2008;"BA";"BB/BC/BD/BG";"EDF";"RTC";"04 73 85 04 58";"Sofrel";"S530";"3.22";"05:12";"St Eloy";;;;;;;
0;"BB";840;"202_PDD_BB_SOFREL";202;"12504";"";"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM d Issoire";"Station de traitement";"Le Cendre";2006;"BB";"BC/BD/BE/BI/BH/CA/CB/BF/CC/CD/BG";"EDF";"LS";"04 73 39 97 59";"Sofrel";"S550";"2.40";"00:00";"PDD Eau Potable";"";"";;;;;
0;"BB";936;"49_LHL_BB_WIT";49;"72066";;"Loire Auvergne";"LHL";"LHL";"Eau potable";"Grand Croix";;"La Grand Croix";"Autre";"Bureaux Grand Croix";2019;"BB";;"EDF";"RTC";"04 77 73 51 77";"WIT";"Modulo 15000";"V94a";;"Grand Croix";;;;;;;
0;"BD";1296;;30;"79315";;"Loire Auvergne";"LHL";"LHL";"Assainissement";"Roanne";;"Roanne Assainissement";"Déversoir d'orage";"DO La Bernarde";2011;"BD";;"EDF";"GSM";"06 86 93 30 81";"Sofrel";"S550";"3.30";"03:30";"LHL";;;;;;;
0;"BF";1037;"202_PDD_BF_SOFREL";202;"12600";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM d Issoire";"Station de traitement";"Puy Mardoux";2006;"BF";;"EDF";"LS";;"Sofrel";"S550";"2.40";"00:00";"PDD Eau Potable";;;;;;;
0;"BG";1038;"202_PDD_BG_SOFREL";202;"12617";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM d Issoire";"Réservoir";"Chomontel";2006;"BG";;"EDF";"LS";;"Sofrel";"S550";"2.40";"00:00";"PDD Eau Potable";;;;;;;
0;"BH";1109;"30_CCANL_BH_SOFREL";30;"60336";;"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Allier";;"Commune de St Eloy les Mines";"Poste de relevage";"Le Dépôt St Eloy";2008;"BH";;"EDF";"GSM";"06 72 17 04 67";"Sofrel";"S530";"3.22";"05:14";"St Eloy";;;;;;;
0;"BI";1040;"202_PDD_BI_SOFREL";202;"12501";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM d Issoire";"Réservoir";"Tobize";2006;"BI";;"EDF";"LS";;"Sofrel";"S550";"2.40";"00:00";"PDD Eau Potable";;;;;;;
0;"BI";1559;;106;"81119";"";"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Allier";;"Commune de St Eloy les Mines";"Poste de relevage";"PR rue des Rinchauds";2013;"BI";"";"EDF";"GSM";"06 40 39 68 95";"Sofrel";"S550";"4.30";"04:35";"St Eloy";"";"";;;;;
0;"BJ";1537;;176;"69004";"";"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Allier";;"Menat";"STEP";"Step les Tarteaux";2013;"BJ";"";"EDF";"RTC";"04 73 85 52 37";"Sofrel";"S50";"4.24";"04:34";"St Eloy";"";"";;;;;
0;"BO";1099;"150_PDD_MQ_SOFREL";1;"66228";"";"Loire Auvergne";"PDD";"PDD_CA";"Assainissement";"PDD";;"Syndicat de la Vallée de la Veyre";"Déversoir d'orage";"DVO La Roche Noire";2013;"BO";"";"Autonome (Pile)";"GSM";"06 07 57 56 16";"Sofrel";"LS42";"3.11";"05:00";"PDD Assainissement";"";"";;;;;
0;"BP";1558;;1;"12763";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM d Issoire";"Réservoir";"Réservoir Sainte Marthe";2013;"BP";;"Autonome (Pile)";"GSM";"06 80 06 66 89";"Sofrel";"LS42";"2.20";"05:10";"PDD Eau Potable";;;;;;;
0;"BS";1150;"127_PDD_BS_SOFREL";127;"12309";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM d Issoire";"Réservoir";"Réservoir Bansat";2009;"BS";;"Autonome (Pile)";"RTC";"04 73 55 30 17";"Sofrel";"Telbox";"4.10";"05:52";"PDD";;;;;;;
0;"BW";814;"52_PDD_BW_SOFREL";52;"12323";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM d Issoire";"Réservoir";"Breuil/Couze";2001;"BW";"";"Autonome (Pile)";"RTC";"04 73 71 69 35";"Sofrel";"Telbox";"2.10";"06:23";"PDD Eau Potable";;;;;;;
0;"BX";817;"101_PDD_BX_SOFREL";101;"12561";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM d Issoire";"Réservoir";"Parent";2001;"BX";"";"Autonome (Pile)";"RTC";"04 73 96 66 07";"Sofrel";"Telbox";"2.10";"06:16";"PDD Eau Potable";;;;;;;
0;"BY";829;"114_PDD_BY_SOFREL";114;"12635";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"Commune Saint Amant";"Réservoir";"St Amant Reservoir";2001;"BY";"";"Autonome (Pile)";"RTC";"04 73 39 45 37";"Sofrel";"Telbox";"2.10";"06:26";"PDD Eau Potable";;;;;;;
0;"BY";1107;"155_LHL_BY_SOFREL";155;"12183";;"Loire Auvergne";"LHL";"LHL";"Eau potable";"Grand Croix";;"SIAEMVG";"Pompage réservoir";"Le Bessy";2008;"BY";"BZ";"EDF";"RTC";"04 77 73 09 18";"Sofrel";"S550";"3.10";"05:00";"Grand Croix";;;;;;;
0;"BY";1138;"109_CCANL_BY_SOFREL";109;"0";;"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Allier";;"Commune de St Eloy les Mines";"Poste de relevage";"Les Bayons";2009;"BY";;"EDF";"RTC";"06 86 91 60 47";"Sofrel";"S500";"3.10";"04:51";"CCANL";;;;;;;
0;"BZ";791;"15_PDD_BZ_SOFREL";15;"12340";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM de l Albaret";"Réservoir";"St André";2001;"BZ";"";"Autonome (Pile)";"RTC";"04 73 39 71 14";"Sofrel";"Telbox";"2.10";"06:10";"PDD Eau Potable";;;;;;;
0;"C0";937;"3_LHL_C0_WIT";3;"12097";;"Loire Auvergne";"LHL";"LHL";"Eau potable";"Grand Croix";;"SIAEMVG";"Pompage réservoir";"Charmes Cellieu";1998;"C0";;"EDF";"RTC";"04 77 73 38 63";"WIT";"15000";"V91a";"06:04";"Grand Croix";;;;;;;
0;"C1";334;"22_CCANL_C1_SOFREL";22;"12069";;"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Réservoir";"Lachaud";2007;"C1";"";"EDF";"RTC";"05 55 66 53 38";"Sofrel";"S550";"3.10";"05:40";"Creuse Sud";;;;;;;
0;"C1";792;"20_PDD_C1_SOFREL";20;"12357";"";"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM d Issoire";"Captage";"Bressouleille";2013;"C1";"";"EDF";"RTC";"04 73 88 67 39";"Sofrel";"S530";"4.20";"06:07";"PDD Eau Potable";"";"";;;;;
0;"C2";793;"21_PDD_C2_SOFREL";21;"12363";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM d Issoire";"Réservoir";"Chambon des neiges";1990;"C2";"";"EDF";"RTC";"04 73 88 68 79";"Sofrel";"S10E";"3.7";"06:06";"PDD Eau Potable";;;;;;;
0;"C2";851;"53_CCANL_C2_SOFREL";53;"12076";;"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Pompage réservoir";"Beaulon";2003;"C2";;"EDF";"RTC";"05 55 83 90 80";"Sofrel";"S50";"5.30";"05:36";"Creuse Nord";;;;;;;
0;"C3";794;"22_PDD_C3_SOFREL";22;"12364";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM d Issoire";"Réservoir";"Chambon / lac";2019;"C3";"";"EDF";"RTC";"04 73 88 61 65";"Sofrel";"S510";"3.40";"06:05";"PDD Eau Potable";;;;;;;
0;"C3";852;"63_CCANL_C3_SOFREL";63;"56649";;"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Pompage réservoir";"Bussière Nouvelle";2003;"C3";;"EDF";"RTC";"05 55 83 15 94";"Sofrel";"S50";"5.30";"05:37";"Creuse Nord";;;;;;;
0;"C4";796;"24_PDD_C4_SOFREL";24;"12394";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM d Issoire";"Réservoir";"Chidrac";2001;"C4";"";"EDF";"RTC";"04 73 96 27 95";"Sofrel";"S50";"5.23";"05:11";"PDD Eau Potable";;;;;;;
0;"C5";795;"23_PDD_C5_SOFREL";23;"59005";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM d Issoire";"Relevé de compteur";"Comptage Jassat";1992;"C5";"";"EDF";"RTC";"04 73 88 64 19";"Sofrel";"S10E";"3.4";"06:15";"PDD Eau Potable";;;;;;;
0;"C5";1097;"64_CCANL_C5_SOFREL";64;"60186";;"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Vanne";"Margnat";2007;"C5";;"EDF";"RTC";"05 55 67 76 62";"Sofrel";"S50";"5.26";"05:41";"CCANL";;;;;;;
0;"C51";1428;;119;"58933";"";"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Moulins";;"C.A.Moulins";"STEP";"STEP Chemilly";2012;"C51";"";"EDF";"GSM";"06 19 16 79 13";"Sofrel";"S530";"3.23";"03:10";"Moulins";"";"";;;;;
0;"C6";1159;"65_CCANL_C6_SOFREL";65;"63581";;"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Corrèze";;"Commune d Uzerche";"Poste de relevage";"PR la Rhue";2009;"C6";;"EDF";"RTC";"05 55 98 17 94";"Sofrel";"S510";"3.40";"04:50";"Corrèze";;;;;;;
0;"C7";798;"26_PDD_C7_SOFREL";26;"12852";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM d Issoire";"Pompage réservoir";"Yronde et Buron";2009;"C7";"C9";"EDF";"RTC";"04 73 69 27 47";"Sofrel";"S550";"3.40";"06:18";"PDD Eau Potable";;;;;;;
0;"C7";1160;"66_CCANL_C7_SOFREL";66;"63580";;"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Corrèze";;"Commune d Uzerche";"Poste de relevage";"PR de Combe la rose";2009;"C7";;"EDF";"RTC";"05 55 98 17 50";"Sofrel";"S510";"3.40";"04:52";"Corrèze";;;;;;;
0;"C8";797;"25_PDD_C8_SOFREL";25;"12432";"";"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM d Issoire";"Réservoir";"Coudes Reservoir";1989;"C8";"B1";"EDF";"RTC";"04 73 96 69 79";"Sofrel";"S50";"5.46";"06:01";"PDD Eau Potable";"";"";;;;;
0;"C8";1216;"67_CCANL_C8_SOFREL";67;"73590";"";"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Corrèze";;"Commune de Treignac";"Poste de relevage";"PR Les Bariousses";2010;"C8";"";"EDF";"RTC";"05 55 73 52 97";"Sofrel";"S530";"3.50";"04:54";"Corrèze";"";"";;;;;
0;"C9";1217;"68_CCANL_C9_SOFREL";68;"66331";;"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Corrèze";;"Commune de Treignac";"Poste de relevage";"PR La Plage";2010;"C9";;"EDF";"RTC";"05 55 97 19 82";"Sofrel";"S530";"3.50";"04:56";"Corrèze";;;;;;;
0;"CA";1519;;240;"74865";;"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Corrèze";;"Commune d Uzerche";"Poste de relevage";"PR Mas du Puy";2013;"CA";;"EDF";"RTC";"05 55 97 24 51";"Sofrel";"S530";"4.20";"04:33";"Corrèze";;;;;;;
0;"CC";1193;"226_CCANL_CC_SOFREL";226;"65875";;"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Corrèze";;"Abattoir Charal";"STEP";"Abattoir Charal";2010;"CC";"CD";"-----------";"GSM";"07 86 09 13 47";"Sofrel";"S510";"3.50";"05:47";"CCANL";;;;;;;
0;"CE";863;"35_CCANL_CE_SOFREL";35;"11924";;"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Allier";;"Commune de Néris";"Poste de relevage";"Roc de Fer";2004;"CE";;"EDF";"RTC";"04 70 09 08 17";"Sofrel";"S50";"5.41";"05:15";"St Eloy";;;;;;;
0;"CE";1136;"123_PDD_CE_SOFREL";123;"12473";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM d Issoire";"Vanne";"Vanne de Bansat";2009;"CE";;"EDF";"RTC";"04 73 71 06 70";"Sofrel";"S50";"4.12";"06:22";"PDD Eau Potable";;;;;;;
0;"CF";864;"36_CCANL_CF_SOFREL";36;"56785";;"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Captage";"Barrage de la Rozeille";2004;"CF";"";"-----------";"RTC";"05 55 67 43 18";"Sofrel";"S50";"5.41";"05:35";"Creuse Sud";;;;;;;
0;"CF";1137;"124_PDD_CF_SOFREL";124;"62805";;"Loire Auvergne";"PDD";"PDD_CA";"Assainissement";"PDD";;"Commune Saint Genès Champanelle";"Poste de relevage";"PR de Charade";2009;"CF";"";"-----------";"RTC";"04 73 29 97 89";"Sofrel";"S50";"4.32";"04:48";"PDD Assainissement";;;;;;;
0;"CG";799;"27_PDD_CG_SOFREL";27;"12524";;"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM d Issoire";"Réservoir";"Montpeyroux";1999;"CG";"";"EDF";"RTC";"04 73 96 60 09";"Sofrel";"S10E";"3.7";"06:17";"PDD Eau Potable";;;;;;;
0;"CG";862;"34_CCANL_CG_SOFREL";34;"11925";;"Loire Auvergne";"CCANL";"CCANL";"Assainissement";"Allier";;"Commune de Néris";"Poste de relevage";"Commentry";2004;"CG";;"EDF";"RTC";"04 70 09 08 79";"Sofrel";"S50";"5.41";"05:16";"St Eloy";;;;;;;
0;"CH";280;"141_CCANL_CH_SOFREL";141;"12025";;"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Corrèze";;"Commune d Uzerche";"Pompage";"Puy Coudert";2002;"CH";"";"EDF";"RTC";"05 55 98 82 53";"Sofrel";"S50";"4.24";"05:23";"Corrèze";;;;;;;
0;"CM";1549;;244;"0";"";"Loire Auvergne";"CCANL";"CCANL";"Autre";"Allier";;"Travaux";"STEP";"STEP Chapelaude";2013;"CM";"";"EDF";"GSM";"06 66 05 77 33";"Sofrel";"S530";"4.20";"03:20";"";"";"";;;;;
0;"CR";1082;"144_PDD_V4_SOFREL";157;"12443";"";"Loire Auvergne";"PDD";"PDD_CA";"Eau potable";"PDD";;"SIVOM d Issoire";"Pompage";"Station Le Crest";2012;"CR";"";"EDF";"GSM";"06 40 53 34 58";"Sofrel";"S530";"3.61";"04:31";"PDD";"";"";;;;;
0;"CT";1255;"53_CCANL_CT_SOFREL";53;"12054";"";"Loire Auvergne";"CCANL";"CCANL";"Eau potable";"Creuse";;"Syndicat de la Rozeille";"Réservoir";"Puy Chaumond";2011;"CT";"";"Autonome (Pile)";"GSM";"06 70 92 91 48";"Sofrel";"Cellbox Data";"4.10";"05:34";"CCANL";"";"";;;;;
